# pt eta phi
# Event 0
0.350617690065 8.37797494262 -2.15582381773
0.340388035187 5.27544969852 -1.98874585972
0.162265323876 3.56374659332 1.42348926784
0.706092217064 1.17803566117 -0.666889063562
0.170491310679 3.57928937507 -0.666547994237
1.06377588194 0.764092365758 -0.469550789656
2.11194036835 1.02125827973 -0.686605395504
2.01207344881 1.10581354644 -0.918269718176
0.0985435546093 8.84983790046 -2.95842278322
0.308766812763 6.210549081 2.87430671223
0.129929012404 8.25128772355 2.46853880852
0.273241739119 6.59682492347 1.05672340346
0.624269640252 3.92895926005 0.174407848631
0.437000581185 3.979642662 -1.67377689053
0.418226619503 2.46982535673 -0.202497753053
0.459420376447 2.61775628506 -2.25130871302
0.0969687536622 3.55238752519 1.51744001606
0.222591262347 0.532033811057 -0.834268728467
0.0772870756734 4.36059816139 -1.79691008161
0.10688874315 5.66005535805 -1.27578692782
0.0752809754245 2.72242042661 2.29245291814
0.671843560081 3.18134443533 1.90812211441
0.836582327809 1.13019120218 -0.167227367545
0.311231170281 1.18975580665 -0.596790118263
0.14235612775 1.30847863178 -0.891056554221
0.15248681349 0.440888925309 -1.08681272174
0.44649251806 0.51709972448 -1.21735488607
1.3126164066 0.421630849711 -1.06900842802
0.787603459933 0.757557045802 -0.40031273491
0.734534894226 1.08191198768 -0.343562233146
2.59128857948 1.29192739257 -0.748647322383
0.29966448531 1.20742422073 -1.03735099627
0.371603897337 1.37721362123 -0.727651477636
0.0906274437146 8.09527095529 0.265506966919
0.170614746338 7.0714197529 0.0775773131339
0.104468368252 7.52945914698 -1.09652269985
0.0827544384867 7.80348965534 0.490230649446
0.100216659602 6.88717676178 -1.26810309933
0.0597756126095 8.29222400126 -2.1446189376
0.0759420506891 4.02206880397 1.89444819854
0.175824146359 5.13228903977 1.89540344701
0.20981631749 5.30115309858 1.8687859728
0.337870556636 4.9194833389 1.53625636763
0.0521815634889 5.71174091124 -2.81753739289
0.0570526013164 4.18146387481 1.19775029506
0.257465297806 0.656205929342 -0.598102298434
0.125517498079 0.53715322368 -1.35757217994
2.14998683407 1.0462334296 -0.461757691846
0.100410992916 1.74666644533 -1.2761096478
0.311366471664 1.05692495291 -0.978621091325
1.23214569113 1.33475966979 -0.503965435539
19.6296406657 1.2120256295 -0.692266340881
0.337508222521 1.11812797815 -0.340625914496
0.27568663022 1.13138634148 -0.786620689221
1.78805678591 1.32430125588 -0.795141168752
1.27527203626 1.14276572901 -0.642120441325
3.18235813301 1.15063084291 -0.575568504294
10.3964205883 1.26534802013 -0.770278582521
1.08907853886 1.38426958956 -0.641544941888
2.77319338131 1.39141348901 -0.789588571239
2.56398307853 1.38081832952 -0.833480732506
1.81714853104 1.33211096568 -0.872695901675
7.91529512463 1.12312947825 2.04311285379
6.22907180322 1.18397587845 2.05192404586
1.86780186255 1.15828352688 1.85049903622
0.583276550231 1.87747030389 0.910003563951
0.867575284912 1.71676370966 -2.99321246798
0.74400307692 1.89166130827 0.966191345653
0.1735758814 2.43924649675 -2.84830048469
7.91604212725 1.44334039786 -1.45541725671
1.58201303022 1.26702547978 2.18777865331
3.03561482085 1.01238470856 2.10014333029
1.17339385504 1.12873328446 1.80592067
2.03528269747 1.21083296719 2.01031787231
0.251297396155 0.704603709307 0.945307133374
1.42274203344 1.24411706319 1.99127438778
0.0701000884428 -0.00120355401403 1.28735939922
0.772336228265 1.28238557079 2.17399495937
0.296948367033 0.913073925236 0.171983291292
4.35562974715 1.09868035329 2.07584027886
3.03701940027 1.06254164952 2.08427767916
11.7069921791 1.11989164087 2.05057550561
11.6679508142 1.10964159515 2.0558969935
1.07131308978 1.4149811063 1.61577407937
0.155042870671 0.77164315282 2.87065694185
3.41407605376 1.73836350877 -1.70541893091
1.57053131881 1.18537571232 2.11612183514
8.91919508438 1.20858406009 2.03819299091
3.26022002647 1.12381963987 2.07123970547
9.27158801954 1.10745021171 2.089537137
2.60775346416 1.1737821465 1.98499274407
2.40363237847 1.15709371614 2.0362644988
0.189244483297 2.34101455488 2.10452168315
0.443262544851 1.55099402349 0.857559756689
0.234548995633 1.35531791097 -2.12585967629
0.295270777459 1.4497425279 -1.61622385879
0.418196441753 1.36843385664 2.18148045447
0.512421640024 0.619184884296 1.73896587874
0.0628095725582 1.03345458841 -1.05352327149
0.824997994534 1.56300154895 -1.30832737437
1.24451752042 1.4007979203 -1.46437848556
2.04500279289 1.33378488326 -1.4127352314
